"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2030,"Baseline",44.1179,0
"Mean Ann UKL Flood Control Release Volume",366.1015,"KAF","Flood Control","HW","CMIP5",2030,"Baseline",224.4786,63.089711001405
"KenoReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",247.6667,-8.41186966192871
"BoyleReach Mean Ann Fishing Days",143.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",154.9,-7.33808908973532
"HellsCornerReach Mean Ann Fishing Days",243.9,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",220.4333,10.6457145993822
"IGScottReach Mean Ann Fishing Days",270.2,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Fishing Days",185.2333,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",183.9667,0.688494167694485
"SalmonTrinityReach Mean Ann Fishing Days",214.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Fishing Days",241.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",252.9333,-4.45437591649657
"KenoReach Mean Ann Boating Days",188.7667,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",171.8,9.87584400465656
"BoyleReach Mean Ann Boating Days",52.9,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",59,-10.3389830508475
"HellsCornerReach Mean Ann Boating Days",181.1,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",256,-29.2578125
"IGScottReach Mean Ann Boating Days",270.2,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Boating Days",237.3333,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",249.2333,-4.77464287476834
"SalmonTrinityReach Mean Ann Boating Days",214.5667,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Boating Days",241.6667,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",252.9333,-4.45437591649657
"Mean Project Supply (Apr-Sep)",369.2656,"KAF","Water Delivery","HW","CMIP5",2030,"Baseline",361.3104,2.20176335915047
"Mean Annual UKL Stg and Inflow",1461.5291,"KAF","Water Delivery","HW","CMIP5",2030,"Baseline",1377.9978,6.06178761678719
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Baseline",187.6871,11.8583536108768
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Baseline",668.7854,20.5707839913969
"Mean Annual MWAT",80.5229,"degF","Water Quality","HW","CMIP5",2030,"Baseline",75.7443,6.30885756419957
"Mean exceedence of MWAT - Poor",16.8429,"degF","Water Quality","HW","CMIP5",2030,"Baseline",12.0643,39.6094261581691
"Frequency Meeting Dry Year Fish Targets Scott",70.8406,"% of Days","Ecological Resources","HW","CMIP5",2030,"Add Flow
10%",70.5029,0.478987389171223
"Frequency Meeting Dry Year Fish Targets Shasta",59.9708,"% of Days","Ecological Resources","HW","CMIP5",2030,"Add Flow
10%",56.8769,5.43964245590037
"Mean Percent of Annual Refuge Demand",13.9711,"% of Years","Ecological Resources","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",26524.9381,"MW","Hydropower","HW","CMIP5",2030,"Add Flow
10%",26741.1142,-0.80840348828846
"Boyle Mean Spill Volume per year",393.6513,"KAF","Hydropower","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",428.1692,"KAF","Hydropower","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",781.547,"KAF","Hydropower","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",222.6333,"days","Hydropower","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",57.2667,"days","Hydropower","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",141.7333,"days","Hydropower","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2030,"Add Flow
10%",44.1179,0
"Mean Ann UKL Flood Control Release Volume",366.1015,"KAF","Flood Control","HW","CMIP5",2030,"Add Flow
10%",224.4786,63.089711001405
"KenoReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",247.6667,-8.41186966192871
"BoyleReach Mean Ann Fishing Days",143.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",154.9,-7.33808908973532
"HellsCornerReach Mean Ann Fishing Days",243.9,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",220.4333,10.6457145993822
"IGScottReach Mean Ann Fishing Days",270.2,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Fishing Days",185.2333,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",183.9667,0.688494167694485
"SalmonTrinityReach Mean Ann Fishing Days",214.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Fishing Days",241.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
10%",252.9333,-4.45437591649657
"KenoReach Mean Ann Boating Days",188.7667,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",171.8,9.87584400465656
"BoyleReach Mean Ann Boating Days",52.9,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",59,-10.3389830508475
"HellsCornerReach Mean Ann Boating Days",181.1,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",256,-29.2578125
"IGScottReach Mean Ann Boating Days",270.2,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Boating Days",237.3333,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",249.2333,-4.77464287476834
"SalmonTrinityReach Mean Ann Boating Days",214.5667,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Boating Days",241.6667,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
10%",252.9333,-4.45437591649657
"Mean Percent Full Supply (Apr-Sep)",94.6835,"%","Water Delivery","HW","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1461.5291,"KAF","Water Delivery","HW","CMIP5",2030,"Add Flow
10%",1377.9978,6.06178761678719
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Add Flow
10%",187.6871,11.8583536108768
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Add Flow
10%",668.7854,20.5707839913969
"Mean Annual MWAT",80.1106,"degF","Water Quality","HW","CMIP5",2030,"Add Flow
10%",75.7443,5.76452617556702
"Mean exceedence of MWAT - Poor",16.4306,"degF","Water Quality","HW","CMIP5",2030,"Add Flow
10%",12.0643,36.1919050421491
"Frequency Meeting Dry Year Fish Targets Scott",70.8406,"% of Days","Ecological Resources","HW","CMIP5",2030,"Add Flow
20%",70.5029,0.478987389171223
"Frequency Meeting Dry Year Fish Targets Shasta",59.9708,"% of Days","Ecological Resources","HW","CMIP5",2030,"Add Flow
20%",56.8769,5.43964245590037
"Mean Percent of Annual Refuge Demand",13.9711,"% of Years","Ecological Resources","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",26524.9381,"MW","Hydropower","HW","CMIP5",2030,"Add Flow
20%",26741.1142,-0.80840348828846
"Boyle Mean Spill Volume per year",393.6513,"KAF","Hydropower","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",428.1692,"KAF","Hydropower","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",781.547,"KAF","Hydropower","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",222.6333,"days","Hydropower","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",57.2667,"days","Hydropower","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",141.7333,"days","Hydropower","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2030,"Add Flow
20%",44.1179,0
"Mean Ann UKL Flood Control Release Volume",366.1015,"KAF","Flood Control","HW","CMIP5",2030,"Add Flow
20%",224.4786,63.089711001405
"KenoReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",247.6667,-8.41186966192871
"BoyleReach Mean Ann Fishing Days",143.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",154.9,-7.33808908973532
"HellsCornerReach Mean Ann Fishing Days",243.9,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",220.4333,10.6457145993822
"IGScottReach Mean Ann Fishing Days",270.2,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Fishing Days",185.2333,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",183.9667,0.688494167694485
"SalmonTrinityReach Mean Ann Fishing Days",214.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Fishing Days",241.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Add Flow
20%",252.9333,-4.45437591649657
"KenoReach Mean Ann Boating Days",188.7667,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",171.8,9.87584400465656
"BoyleReach Mean Ann Boating Days",52.9,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",59,-10.3389830508475
"HellsCornerReach Mean Ann Boating Days",181.1,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",256,-29.2578125
"IGScottReach Mean Ann Boating Days",270.2,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Boating Days",237.3333,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",249.2333,-4.77464287476834
"SalmonTrinityReach Mean Ann Boating Days",214.5667,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Boating Days",241.6667,"days","Recreation Boating","HW","CMIP5",2030,"Add Flow
20%",252.9333,-4.45437591649657
"Mean Percent Full Supply (Apr-Sep)",94.6835,"%","Water Delivery","HW","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1461.5291,"KAF","Water Delivery","HW","CMIP5",2030,"Add Flow
20%",1377.9978,6.06178761678719
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Add Flow
20%",187.6871,11.8583536108768
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Add Flow
20%",668.7854,20.5707839913969
"Mean Annual MWAT",79.7986,"degF","Water Quality","HW","CMIP5",2030,"Add Flow
20%",75.7443,5.35261399207597
"Mean exceedence of MWAT - Poor",16.1186,"degF","Water Quality","HW","CMIP5",2030,"Add Flow
20%",12.0643,33.6057624561724
"Frequency Meeting Dry Year Fish Targets Scott",70.8406,"% of Days","Ecological Resources","HW","CMIP5",2030,"Reduce Tribs
4degC",70.5029,0.478987389171223
"Frequency Meeting Dry Year Fish Targets Shasta",59.9708,"% of Days","Ecological Resources","HW","CMIP5",2030,"Reduce Tribs
4degC",56.8769,5.43964245590037
"Mean Percent of Annual Refuge Demand",13.9711,"% of Years","Ecological Resources","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",26524.9381,"MW","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",26741.1142,-0.80840348828846
"Boyle Mean Spill Volume per year",393.6513,"KAF","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",428.1692,"KAF","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",781.547,"KAF","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",222.6333,"days","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",57.2667,"days","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",141.7333,"days","Hydropower","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2030,"Reduce Tribs
4degC",44.1179,0
"Mean Ann UKL Flood Control Release Volume",366.1015,"KAF","Flood Control","HW","CMIP5",2030,"Reduce Tribs
4degC",224.4786,63.089711001405
"KenoReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",247.6667,-8.41186966192871
"BoyleReach Mean Ann Fishing Days",143.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",154.9,-7.33808908973532
"HellsCornerReach Mean Ann Fishing Days",243.9,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",220.4333,10.6457145993822
"IGScottReach Mean Ann Fishing Days",270.2,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Fishing Days",185.2333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",183.9667,0.688494167694485
"SalmonTrinityReach Mean Ann Fishing Days",214.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Fishing Days",241.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Tribs
4degC",252.9333,-4.45437591649657
"KenoReach Mean Ann Boating Days",188.7667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",171.8,9.87584400465656
"BoyleReach Mean Ann Boating Days",52.9,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",59,-10.3389830508475
"HellsCornerReach Mean Ann Boating Days",181.1,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",256,-29.2578125
"IGScottReach Mean Ann Boating Days",270.2,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Boating Days",237.3333,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",249.2333,-4.77464287476834
"SalmonTrinityReach Mean Ann Boating Days",214.5667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Boating Days",241.6667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Tribs
4degC",252.9333,-4.45437591649657
"Mean Percent Full Supply (Apr-Sep)",94.6835,"%","Water Delivery","HW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1461.5291,"KAF","Water Delivery","HW","CMIP5",2030,"Reduce Tribs
4degC",1377.9978,6.06178761678719
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Reduce Tribs
4degC",187.6871,11.8583536108768
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Reduce Tribs
4degC",668.7854,20.5707839913969
"Mean Annual MWAT",77.084,"degF","Water Quality","HW","CMIP5",2030,"Reduce Tribs
4degC",75.7443,1.76871394943251
"Mean exceedence of MWAT - Poor",13.404,"degF","Water Quality","HW","CMIP5",2030,"Reduce Tribs
4degC",12.0643,11.1046641744652
"Frequency Meeting Dry Year Fish Targets Scott",70.8406,"% of Days","Ecological Resources","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",70.5029,0.478987389171223
"Frequency Meeting Dry Year Fish Targets Shasta",59.9708,"% of Days","Ecological Resources","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",56.8769,5.43964245590037
"Mean Percent of Annual Refuge Demand",13.9711,"% of Years","Ecological Resources","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",26524.9381,"MW","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",26741.1142,-0.80840348828846
"Boyle Mean Spill Volume per year",393.6513,"KAF","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",428.1692,"KAF","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",781.547,"KAF","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",222.6333,"days","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",57.2667,"days","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",141.7333,"days","Hydropower","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",44.1179,0
"Mean Ann UKL Flood Control Release Volume",366.1015,"KAF","Flood Control","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",224.4786,63.089711001405
"KenoReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",247.6667,-8.41186966192871
"BoyleReach Mean Ann Fishing Days",143.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",154.9,-7.33808908973532
"HellsCornerReach Mean Ann Fishing Days",243.9,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",220.4333,10.6457145993822
"IGScottReach Mean Ann Fishing Days",270.2,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Fishing Days",185.2333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",183.9667,0.688494167694485
"SalmonTrinityReach Mean Ann Fishing Days",214.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Fishing Days",241.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",252.9333,-4.45437591649657
"KenoReach Mean Ann Boating Days",188.7667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",171.8,9.87584400465656
"BoyleReach Mean Ann Boating Days",52.9,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",59,-10.3389830508475
"HellsCornerReach Mean Ann Boating Days",181.1,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",256,-29.2578125
"IGScottReach Mean Ann Boating Days",270.2,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",274.7333,-1.65007299806758
"ScottSalmonReach Mean Ann Boating Days",237.3333,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",249.2333,-4.77464287476834
"SalmonTrinityReach Mean Ann Boating Days",214.5667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",213.9333,0.296073589291613
"TrinityOceanReach Mean Ann Boating Days",241.6667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",252.9333,-4.45437591649657
"Mean Percent Full Supply (Apr-Sep)",94.6835,"%","Water Delivery","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1461.5291,"KAF","Water Delivery","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",1377.9978,6.06178761678719
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",187.6871,11.8583536108768
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",668.7854,20.5707839913969
"Mean Annual MWAT",77.5263,"degF","Water Quality","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",75.7443,2.35265227878535
"Mean exceedence of MWAT - Poor",13.8463,"degF","Water Quality","HW","CMIP5",2030,"Reduce Dam
Outflow
4degC",12.0643,14.7708528468291
"Frequency Meeting Dry Year Fish Targets Scott",67.1899,"% of Days","Ecological Resources","HW","CMIP5",2070,"Baseline",70.5029,-4.69909748393329
"Frequency Meeting Dry Year Fish Targets Shasta",56.5575,"% of Days","Ecological Resources","HW","CMIP5",2070,"Baseline",56.8769,-0.561563657653637
"Mean Annual Water Delivery to LKNWR",12.208,"KAF","Ecological Resources","HW","CMIP5",2070,"Baseline",24.6143,-50.4028146240194
"Mean Annual Hydropower Generated (MW)",26283.7877,"MW","Hydropower","HW","CMIP5",2070,"Baseline",26741.1142,-1.7101998689344
"Boyle Mean Spill Volume per Year",582.7187,"KAF","Hydropower","HW","CMIP5",2070,"Baseline",163.0602,257.364151399299
