"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"Mean Annual Shasta Flow",217.7904,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 30%",187.6871,16.0390884615938
"Mean Annual Scott Flow",843.3326,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 30%",668.7854,26.0991343411504
"Mean Annual MWAT",78.4477,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 30%",75.7443,3.56911345144123
"Mean exceedence of MWAT - Poor",14.7677,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 30%",12.0643,22.4082623940055
"Frequency Meeting Dry Year Fish Targets Scott",72.9671,"% of Days","Ecological Resources","WW","CMIP3",2030,"Reduce ET 50%",70.5029,3.49517537576469
"Frequency Meeting Dry Year Fish Targets Shasta",59.9069,"% of Days","Ecological Resources","WW","CMIP3",2030,"Reduce ET 50%",56.8769,5.32729456070918
"Mean Annual Water Delivery to LKNWR",20.7353,"KAF","Ecological Resources","WW","CMIP3",2030,"Reduce ET 50%",24.6143,-15.7591318867488
"Mean Annual Hydropower Generated (MW)",27762.8102,"MW","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",26741.1142,3.82069345487482
"Boyle Mean Spill Volume per Year",316.6878,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",163.0602,94.2152652823926
"Copco1 Mean Spill Volume per Year",344.6712,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",186.3791,84.9301772569993
"Iron Gate Mean Spill Volume per Year",714.794,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",533.8601,33.8916319088091
"Boyle Mean Spill Days per Year",195.7667,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",105.9,84.8599622285174
"Copco1 Mean Spill Days per Year",57.6333,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",42.8,34.6572429906542
"Iron Gate Mean Spill Days per Year",156.4667,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",170.3333,-8.14086264987528
"Freq of UKL Flood Control Release",44.6473,"Percent of Days","Flood Control","WW","CMIP3",2030,"Reduce ET 50%",44.1179,1.19996645352567
"Mean Ann UKL Flood Control Release Volume",318.1406,"KAF","Flood Control","WW","CMIP3",2030,"Reduce ET 50%",224.4786,41.7242445382321
"KenoReach Mean Ann Fishing Days",228.5333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",247.6667,-7.72546329401571
"BoyleReach Mean Ann Fishing Days",124.0333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",154.9,-19.9268560361524
"HellsCornerReach Mean Ann Fishing Days",235.5333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",220.4333,6.85014469229467
"IGScottReach Mean Ann Fishing Days",268.7333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",274.7333,-2.18393620285564
"ScottSalmonReach Mean Ann Fishing Days",173.5667,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",183.9667,-5.6531970188083
"SalmonTrinityReach Mean Ann Fishing Days",199.3333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",213.9333,-6.82455699977516
"TrinityOceanReach Mean Ann Fishing Days",232.9,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",252.9333,-7.92038849767903
"KenoReach Mean Ann Boating Days",205.1667,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",171.8,19.4218277066356
"BoyleReach Mean Ann Boating Days",69.5333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",59,17.8530508474576
"HellsCornerReach Mean Ann Boating Days",224.8333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",256,-12.1744921875
"IGScottReach Mean Ann Boating Days",268.7333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",274.7333,-2.18393620285564
"ScottSalmonReach Mean Ann Boating Days",231.7333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",249.2333,-7.0215336393652
"SalmonTrinityReach Mean Ann Boating Days",199.3333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",213.9333,-6.82455699977516
"TrinityOceanReach Mean Ann Boating Days",232.9,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",252.9333,-7.92038849767903
"Mean Project Supply (Apr-Sep)",369.9482,"KAF","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",361.3104,2.390686788977
"Mean Annual UKL Stg and Inflow",1483.3862,"KAF","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",1377.9978,7.64793673836053
"Mean Annual Shasta Flow",217.8609,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",187.6871,16.0766509792095
"Mean Annual Scott Flow",844.0362,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",668.7854,26.204339987087
"Mean Annual MWAT",78.4486,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 50%",75.7443,3.57030165966284
"Mean exceedence of MWAT - Poor",14.7686,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 50%",12.0643,22.4157224206958
"Frequency Meeting Dry Year Fish Targets Scott",73.9801,"% of Days","Ecological Resources","WW","CMIP3",2030,"Add 30KAF",70.5029,4.9319957051412
"Frequency Meeting Dry Year Fish Targets Shasta",61.0112,"% of Days","Ecological Resources","WW","CMIP3",2030,"Add 30KAF",56.8769,7.26885607337953
"Mean Annual Water Delivery to LKNWR",18.0264,"KAF","Ecological Resources","WW","CMIP3",2030,"Add 30KAF",24.6143,-26.7645230617974
"Mean Annual Hydropower Generated (MW)",28164.3016,"MW","Hydropower","WW","CMIP3",2030,"Add 30KAF",26741.1142,5.32209461937827
"Boyle Mean Spill Volume per Year",323.6345,"KAF","Hydropower","WW","CMIP3",2030,"Add 30KAF",163.0602,98.4754710223586
"Copco1 Mean Spill Volume per Year",352.7075,"KAF","Hydropower","WW","CMIP3",2030,"Add 30KAF",186.3791,89.2419804581093
"Iron Gate Mean Spill Volume per Year",733.1502,"KAF","Hydropower","WW","CMIP3",2030,"Add 30KAF",533.8601,37.33002335256
"Boyle Mean Spill Days per Year",196.2667,"days","Hydropower","WW","CMIP3",2030,"Add 30KAF",105.9,85.3321057601511
"Copco1 Mean Spill Days per Year",58.9,"days","Hydropower","WW","CMIP3",2030,"Add 30KAF",42.8,37.6168224299065
"Iron Gate Mean Spill Days per Year",161.2333,"days","Hydropower","WW","CMIP3",2030,"Add 30KAF",170.3333,-5.34246679891718
"Freq of UKL Flood Control Release",46.6369,"Percent of Days","Flood Control","WW","CMIP3",2030,"Add 30KAF",44.1179,5.70970059771657
"Mean Ann UKL Flood Control Release Volume",327.2522,"KAF","Flood Control","WW","CMIP3",2030,"Add 30KAF",224.4786,45.7832506082985
"KenoReach Mean Ann Fishing Days",223.1667,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",247.6667,-9.89232706698155
"BoyleReach Mean Ann Fishing Days",120,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",154.9,-22.5306649451259
"HellsCornerReach Mean Ann Fishing Days",231.6,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",220.4333,5.0657954129435
"IGScottReach Mean Ann Fishing Days",267.1,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",274.7333,-2.77844003620965
"ScottSalmonReach Mean Ann Fishing Days",173.5667,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",183.9667,-5.6531970188083
"SalmonTrinityReach Mean Ann Fishing Days",199.3,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",213.9333,-6.84012259895958
"TrinityOceanReach Mean Ann Fishing Days",232.8333,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",252.9333,-7.94675908628875
"KenoReach Mean Ann Boating Days",208.0333,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",171.8,21.0903958090803
"BoyleReach Mean Ann Boating Days",67.4667,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",59,14.3503389830509
"HellsCornerReach Mean Ann Boating Days",230.9667,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",256,-9.7786328125
"IGScottReach Mean Ann Boating Days",267.1,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",274.7333,-2.77844003620965
"ScottSalmonReach Mean Ann Boating Days",231.2333,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",249.2333,-7.22214888620421
"SalmonTrinityReach Mean Ann Boating Days",199.3,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",213.9333,-6.84012259895958
"TrinityOceanReach Mean Ann Boating Days",232.8333,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",252.9333,-7.94675908628875
"Mean Project Supply (Apr-Sep)",371.7721,"KAF","Water Delivery","WW","CMIP3",2030,"Add 30KAF",361.3104,2.89548820072713
"Mean Annual UKL Stg and Inflow",1498.1395,"KAF","Water Delivery","WW","CMIP3",2030,"Add 30KAF",1377.9978,8.71856979742637
"Mean Annual Shasta Flow",217.7961,"cfs","Water Delivery","WW","CMIP3",2030,"Add 30KAF",187.6871,16.0421254311032
"Mean Annual Scott Flow",842.3987,"cfs","Water Delivery","WW","CMIP3",2030,"Add 30KAF",668.7854,25.9594931348681
"Mean Annual MWAT",78.4571,"degF","Water Quality","WW","CMIP3",2030,"Add 30KAF",75.7443,3.58152362620026
"Mean exceedence of MWAT - Poor",14.7771,"degF","Water Quality","WW","CMIP3",2030,"Add 30KAF",12.0643,22.4861782283266
"Frequency Meeting Dry Year Fish Targets Scott",73.323,"% of Days","Ecological Resources","WW","CMIP3",2070,"Baseline",70.5029,3.99997730589805
"Frequency Meeting Dry Year Fish Targets Shasta",62.9734,"% of Days","Ecological Resources","WW","CMIP3",2070,"Baseline",56.8769,10.7187628017701
"Mean Annual Water Delivery to LKNWR",14.656,"KAF","Ecological Resources","WW","CMIP3",2070,"Baseline",24.6143,-40.4573764031478
"Mean Annual Hydropower Generated (MW)",27828.3906,"MW","Hydropower","WW","CMIP3",2070,"Baseline",26741.1142,4.06593529300286
"Boyle Mean Spill Volume per Year",493.4879,"KAF","Hydropower","WW","CMIP3",2070,"Baseline",163.0602,202.64153975035
"Copco1 Mean Spill Volume per Year",529.2919,"KAF","Hydropower","WW","CMIP3",2070,"Baseline",186.3791,183.986723833305
"Iron Gate Mean Spill Volume per Year",913.0865,"KAF","Hydropower","WW","CMIP3",2070,"Baseline",533.8601,71.0347898260237
"Boyle Mean Spill Days per Year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Baseline",105.9,123.481303116147
"Copco1 Mean Spill Days per Year",64.9,"days","Hydropower","WW","CMIP3",2070,"Baseline",42.8,51.6355140186916
"Iron Gate Mean Spill Days per Year",156.7,"days","Hydropower","WW","CMIP3",2070,"Baseline",170.3333,-8.00389589117338
"Freq of UKL Flood Control Release",45.0397,"Percent of Days","Flood Control","WW","CMIP3",2070,"Baseline",44.1179,2.08940135409891
"Mean Ann UKL Flood Control Release Volume",419.3867,"KAF","Flood Control","WW","CMIP3",2070,"Baseline",224.4786,86.8270293916659
"KenoReach Mean Ann Fishing Days",207.2,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",247.6667,-16.339176804956
"BoyleReach Mean Ann Fishing Days",119.8,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",154.9,-22.6597805035507
"HellsCornerReach Mean Ann Fishing Days",229.0333,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",220.4333,3.90140691084332
"IGScottReach Mean Ann Fishing Days",262.8667,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",274.7333,-4.31931622413446
"ScottSalmonReach Mean Ann Fishing Days",175.9,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",183.9667,-4.38486965304047
"SalmonTrinityReach Mean Ann Fishing Days",207.2,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",213.9333,-3.1473828525059
"TrinityOceanReach Mean Ann Fishing Days",235.2,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline",252.9333,-7.0110578559644
"KenoReach Mean Ann Boating Days",202,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",171.8,17.5785797438882
"BoyleReach Mean Ann Boating Days",59.8333,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",59,1.41237288135593
"HellsCornerReach Mean Ann Boating Days",193.4667,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",256,-24.4270703125
"IGScottReach Mean Ann Boating Days",262.8667,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",274.7333,-4.31931622413446
"ScottSalmonReach Mean Ann Boating Days",230.2667,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",249.2333,-7.60997828139339
"SalmonTrinityReach Mean Ann Boating Days",207.2,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",213.9333,-3.1473828525059
"TrinityOceanReach Mean Ann Boating Days",235.2,"days","Recreation Boating","WW","CMIP3",2070,"Baseline",252.9333,-7.0110578559644
"Mean Project Supply (Apr-Sep)",373.8168,"KAF","Water Delivery","WW","CMIP3",2070,"Baseline",361.3104,3.46140050217209
"Mean Annual UKL Stg and Inflow",1544.2551,"KAF","Water Delivery","WW","CMIP3",2070,"Baseline",1377.9978,12.0651353724948
"Mean Annual Shasta Flow",223.0565,"cfs","Water Delivery","WW","CMIP3",2070,"Baseline",187.6871,18.8448753270736
"Mean Annual Scott Flow",880.7489,"cfs","Water Delivery","WW","CMIP3",2070,"Baseline",668.7854,31.6937989375964
"Mean Annual MWAT",80.252,"degF","Water Quality","WW","CMIP3",2070,"Baseline",75.7443,5.95120688949532
"Mean exceedence of MWAT - Poor",16.572,"degF","Water Quality","WW","CMIP3",2070,"Baseline",12.0643,37.3639581243835
"Frequency Meeting Dry Year Fish Targets Scott",72.7571,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce ET 30%",70.5029,3.19731528773993
"Frequency Meeting Dry Year Fish Targets Shasta",62.1977,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce ET 30%",56.8769,9.35494023056812
"Mean Annual Water Delivery to LKNWR",16.0332,"KAF","Ecological Resources","WW","CMIP3",2070,"Reduce ET 30%",24.6143,-34.8622548681051
"Mean Annual Hydropower Generated (MW)",27921.2526,"MW","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",26741.1142,4.41319831018859
"Boyle Mean Spill Volume per Year",496.902,"KAF","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",163.0602,204.735306346981
"Copco1 Mean Spill Volume per Year",532.6056,"KAF","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",186.3791,185.764659234861
"Iron Gate Mean Spill Volume per Year",917.4902,"KAF","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",533.8601,71.8596688533194
"Boyle Mean Spill Days per Year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",105.9,123.481303116147
"Copco1 Mean Spill Days per Year",65.2333,"days","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",42.8,52.4142523364486
"Iron Gate Mean Spill Days per Year",157.6,"days","Hydropower","WW","CMIP3",2070,"Reduce ET 30%",170.3333,-7.47552005391783
"Freq of UKL Flood Control Release",44.5104,"Percent of Days","Flood Control","WW","CMIP3",2070,"Reduce ET 30%",44.1179,0.889661565940352
"Mean Ann UKL Flood Control Release Volume",421.0035,"KAF","Flood Control","WW","CMIP3",2070,"Reduce ET 30%",224.4786,87.5472762214305
"KenoReach Mean Ann Fishing Days",205.8,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",247.6667,-16.904452637355
"BoyleReach Mean Ann Fishing Days",118.9,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",154.9,-23.2408005164622
"HellsCornerReach Mean Ann Fishing Days",228.3333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",220.4333,3.58385053437934
"IGScottReach Mean Ann Fishing Days",262.6,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",274.7333,-4.41639218835138
"ScottSalmonReach Mean Ann Fishing Days",175.7667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",183.9667,-4.45732841867578
"SalmonTrinityReach Mean Ann Fishing Days",207.3,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",213.9333,-3.10063931141154
"TrinityOceanReach Mean Ann Fishing Days",235.1667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 30%",252.9333,-7.02422338221184
"KenoReach Mean Ann Boating Days",201.4333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",171.8,17.2487194412107
"BoyleReach Mean Ann Boating Days",59.7333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",59,1.2428813559322
"HellsCornerReach Mean Ann Boating Days",194.8,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",256,-23.90625
"IGScottReach Mean Ann Boating Days",262.6,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",274.7333,-4.41639218835138
"ScottSalmonReach Mean Ann Boating Days",230.1667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",249.2333,-7.65010133076119
"SalmonTrinityReach Mean Ann Boating Days",207.3,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",213.9333,-3.10063931141154
"TrinityOceanReach Mean Ann Boating Days",235.1667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 30%",252.9333,-7.02422338221184
"Mean Project Supply (Apr-Sep)",374.4557,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce ET 30%",361.3104,3.63822906841319
"Mean Annual UKL Stg and Inflow",1550.3661,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce ET 30%",1377.9978,12.5086048758568
"Mean Annual Shasta Flow",222.6338,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce ET 30%",187.6871,18.6196600618796
"Mean Annual Scott Flow",881.8964,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce ET 30%",668.7854,31.8653786401438
"Mean Annual MWAT",80.252,"degF","Water Quality","WW","CMIP3",2070,"Reduce ET 30%",75.7443,5.95120688949532
"Mean exceedence of MWAT - Poor",16.572,"degF","Water Quality","WW","CMIP3",2070,"Reduce ET 30%",12.0643,37.3639581243835
"Frequency Meeting Dry Year Fish Targets Scott",71.9175,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce ET 50%",70.5029,2.00644228818957
"Frequency Meeting Dry Year Fish Targets Shasta",60.8561,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce ET 50%",56.8769,6.99616188646005
"Mean Annual Water Delivery to LKNWR",17.4467,"KAF","Ecological Resources","WW","CMIP3",2070,"Reduce ET 50%",24.6143,-29.1196580849344
"Mean Annual Hydropower Generated (MW)",27991.4678,"MW","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",26741.1142,4.67577226082823
"Boyle Mean Spill Volume per Year",498.9992,"KAF","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",163.0602,206.021457106026
"Copco1 Mean Spill Volume per Year",534.706,"KAF","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",186.3791,186.891609627904
"Iron Gate Mean Spill Volume per Year",921.0097,"KAF","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",533.8601,72.518923965286
"Boyle Mean Spill Days per Year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",105.9,123.481303116147
"Copco1 Mean Spill Days per Year",65.5,"days","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",42.8,53.0373831775701
"Iron Gate Mean Spill Days per Year",157.9333,"days","Hydropower","WW","CMIP3",2070,"Reduce ET 50%",170.3333,-7.27984486885418
"Freq of UKL Flood Control Release",44.483,"Percent of Days","Flood Control","WW","CMIP3",2070,"Reduce ET 50%",44.1179,0.827555255349865
"Mean Ann UKL Flood Control Release Volume",422.3816,"KAF","Flood Control","WW","CMIP3",2070,"Reduce ET 50%",224.4786,88.1611877479635
"KenoReach Mean Ann Fishing Days",205.3667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",247.6667,-17.0794055074824
"BoyleReach Mean Ann Fishing Days",117.7333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",154.9,-23.9939961265333
"HellsCornerReach Mean Ann Fishing Days",227.4667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",220.4333,3.19071574031691
"IGScottReach Mean Ann Fishing Days",262.3333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",274.7333,-4.51346815256832
"ScottSalmonReach Mean Ann Fishing Days",175.8,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",183.9667,-4.43922731668285
"SalmonTrinityReach Mean Ann Fishing Days",207.4,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",213.9333,-3.0538957703172
"TrinityOceanReach Mean Ann Fishing Days",235.2,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce ET 50%",252.9333,-7.0110578559644
"KenoReach Mean Ann Boating Days",201.7667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 50%",171.8,17.4427823050058
"BoyleReach Mean Ann Boating Days",59.5333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce ET 50%",59,0.903898305084741
